Code,Name,Category Code,Unit,Size,Cost,Price,Alert Quantity, Tax Rate Name
SAM-FREIGHT1,FREIGHT,C1,box,NA,18.18,18.18,2,GST
609400031,SWITCH ON/OFF & BRKT ASSY,C1,box,NA,11,29,2,GST
19362,DOOR HINGES (EMILIA OVEN) 019362,C1,box,NA,74.75,107.98,2,GST
BWG-W10527555,MAIN PCB,C1,box,NA,82.72,126.36,2,GST
DS-1899390705,MAIN PCB,C1,box,NA,122.4,182.72,2,GST
BWG-4396508,,C1,box,NA,49.5,49.5,2,GST
EN-70X0023,MAIN PCB,C1,box,NA,173.79,262.72,2,GST
SAM-DA41-00099C,Main PCB,C1,box,NA,50.45,89.09,2,GST
SAM-DA41-00205A,MAIN PCB,C1,box,NA,75.58,153.63,2,GST
TEC-FREIGHT,,C1,box,NA,18.18,18.18,2,GST
NS-0612306001,BUTTON,C1,box,NA,4.54,7.27,2,GST
NS-0120300023,SPRING,C1,box,NA,4.54,7.27,2,GST
BSH-361127,Door Gasket Bosch,C1,box,NA,58.49,89.09,2,GST
ED-GN166667,DOOR HINGES,C1,box,NA,24.1,44.55,2,GST
ED-GN591480,HINGE MOUNTS,C1,box,NA,12.84,26.36,2,GST
ED-CK012,TIMER,C1,box,NA,190.55,248.18,2,GST
ED-74X3636,POWERBOARD,C1,box,NA,262.57,341.82,2,GST
ED-74X4161,KEYBOARD,C1,box,NA,227.51,296.36,2,GST
1.5 LBR,1.5 LBR,C1,box,NA,0,163.64,2,GST
60 LBR,Labour 1 hour,C1,box,NA,0,109.09,2,GST
NS-119414520,Lid Lock Assembly,C1,box,NA,46.36,69.55,2,GST
PRO-603025,FAN FORCE MOTOR & BLADE,C1,box,NA,66.25,66.25,2,GST
PRO-411087,CABINET DOOR SEAL,C1,box,NA,46.75,46.75,2,GST
PRO-101280304,PLASTIC MOUNTING BRACKET,C1,box,NA,10.43,10.43,2,GST
SAM-DD67-00079A,DRAIN HOSE,C1,box,NA,20.84,20.84,2,GST
SAM-DA29-00003G,WATER FILTER,C1,box,NA,51.39,104.55,2,GST
SAM-DA96-00395B,FRIDGE EVAP ASSY,C1,box,NA,66.56,135.45,2,GST
SAM-DA97-05369K,EVAP ASSY COVER,C1,box,NA,78.18,156.36,2,GST
GLO-GLO13-02,TOP GRILL ELEMENT,C1,box,NA,51,51,2,GST
GLO-FN94C000,FAN ELEMENT 2200W,C1,box,NA,43.82,53.64,2,GST
ED-37004,CONTROL TIMER,C1,box,NA,206.94,324.55,2,GST
NS-50293177-00/7,Drain Pump,C1,box,NA,40,80,2,GST
QT-EBR39322401,Main PCB,C1,box,NA,135.5,203.24,2,GST
GLO-A/034/09,MAIN SELECTOR SWITCH,C1,box,NA,54,109.09,2,GST
2 HR LBER,2 HRS LABOUR,C1,box,NA,0,218.18,2,GST
APR-CONSUMABLES,APR-CONSUMABLES,C1,box,NA,0,18.18,2,GST
BSH-00144797,MOTOR,C1,box,NA,0,348.18,2,GST
BSH-00448032,SHOCK ABSORBERS,C1,box,NA,0,135.45,2,GST
BSH-00176095,TEMPATURE CONTROL KNOB,C1,box,NA,15.29,15.29,2,GST
BSH-00014254,SPRING (PKT 10),C1,box,NA,9.89,9.89,2,GST
BSH-57874,LIGHT BULB 40 WATTS,C1,box,NA,12.86,12.86,2,GST
QT-AEG33121506,MAIN ELEMENT,C1,box,NA,32.72,65.45,2,GST
FP-425974P,WATER DISPENSER RUBBER BEND,C1,box,NA,3.54,9.09,2,GST
GLO-584001,BLANCO HINGE SUPPORTS,C1,box,NA,28,44.55,2,GST
2.5 LAB,2.5 HRS LABOUR,C1,box,NA,0,272.73,2,GST
AR-C00254755,DOOR INTERLOCK ,C1,box,NA,20.19,44.55,2,GST
NS-8996619143788,AEG Oven Fan Motor,C1,box,NA,157.73,220,2,GST
BWG-W10190958,ICE MAKER ASSY COMPLETE,C1,box,NA,150,150,2,GST
SAM-DC62-00233B,Samsung Triple Inlet Valve,C1,box,NA,31.65,53.64,2,GST
AR-C00140744,Ariston Washing Machine Damper Kit (set of 2),C1,box,NA,15.13,36.36,2,GST
QT-AGZ68816701,LG Washer Agitator Plate Assy,C1,box,NA,19,40.91,2,GST
AN-YL7437170,Liebherr Freezer Dividing Wall,C1,box,NA,41.73,68.18,2,GST
DS-IBE1EBA,CIRCUIT BOARD,C1,box,NA,54.88,81.82,2,GST
DS-ILMP0010885,LIGHT GLOBE,C1,box,NA,6.68,10.91,2,GST
DS-I2005E/R,LAMP HOLDER,C1,box,NA,3.27,8.18,2,GST
ED-67005014,Amana Damper Control Assy,C1,box,NA,67.2,123.64,2,GST
IL-G/505/10/08,OUTER DOOR GLASS WITH FACTORY MOUNTED BRACKETS,C1,box,NA,198,259.09,2,GST
GLO-GB1200003,St George Fan Forced Element ,C1,box,NA,,,2,GST
,Replaces GB120000,C1,box,NA,FALSE,Global Components Pty Ltd,2,GST
GLO-1355,St George Thin Cooling Fan Motor,C1,box,NA,65,131.82,2,GST
GL-096553,LOWER BAKE ELEMENT,C1,box,NA,110.9,110.9,2,GST
BSH-00611317,CONTACT (REED SWITCH FOR FLOW METER),C1,box,NA,24.24,24.24,2,GST
WA-DA96-00013Y,EVAPORATOR ASSEMBLY,C1,box,NA,42,42,2,GST
WA-DA97-05290Q,Evaporator Cover Assembly,C1,box,NA,51,51,2,GST
WA-DA97-07621B,Evaporator Cover Assembly,C1,box,NA,54.21,54.21,2,GST
WA-0197300040,DRYER IDLE PULLEY,C1,box,NA,21.1,21.1,2,GST
WA-1526377161,DISHWASHER DOOR LATCH,C1,box,NA,56.57,56.57,2,GST
WA-0198300011,DRYER DRUM BELT,C1,box,NA,12.87,12.87,2,GST
DS-50286082-00/8,Blanco DW Door Latch Assembly,C1,box,NA,17.86,30,2,GST
ED-10872104,ARM WTR ACTUATOR,C1,box,NA,12.34,20.91,2,GST
ED-C8972703,MICRO SWITCH,C1,box,NA,31.36,68.18,2,GST
OL-TOP DUAL ELEMENT,TOP DUE ELELEMNT,C1,box,NA,50,80.91,2,GST
NS-1366033007,DRIVE BELT,C1,box,NA,19.09,31.82,2,GST
GLO-1110000491,Baumatic Multiswitch,C1,box,NA,51.96,80.91,2,GST
FP-410089P,F & P DRYER STRIKE,C1,box,NA,3.52,3.52,2,GST
NS-132729802,DRAIN HOSE,C1,box,NA,26,26,2,GST
FP-421079,STICKER,C1,box,NA,22.31,35.45,2,GST
FP-421082,CONTROL PANEL,C1,box,NA,17.5,25.45,2,GST
FP-421230P,ELECTRONIC PCB,C1,box,NA,75.1,108.18,2,GST
AR-C00118765,Indesit DW Door Latch Assy,C1,box,NA,12.9,19.36,2,GST
AR-C00094901,HOTPLATE KNOBS,C1,box,NA,12.74,12.74,2,GST
ED-WA481010471409,Whirlpool Oven Main PCB,C1,box,NA,116.43,250.91,2,GST
BWG-480121101179,Temperature Probe,C1,box,NA,19.09,31.82,2,GST
NS-0038002741,Oven outer door panel with glass,C1,box,NA,90,120,2,GST
GLO-55.18664.050,TOP OVEN CONTROL THERMOSTAT,C1,box,NA,60.5,60.5,2,GST
GLO-S15068,OVERHEAT THERMOSTAT,C1,box,NA,23.7,23.7,2,GST
ED-S51202S,TEMP CONTROL KNOB SILVER,C1,box,NA,22.73,22.73,2,GST
